id_city_name,city_name,zip_code,department_code
742,Francheville,21440,21
743,Genlis,21110,21
744,Gevrey-Chambertin,21220,21
745,Hauteville-lès-Dijon,21121,21
746,Is-sur-Tille,21120,21
747,Izier,21110,21
748,Lacanche,21230,21
749,Laignes,21330,21
750,Lantenay,21370,21
751,Levernois,21200,21
752,Longchamp,21110,21
753,Longvic,21600,21
754,Lux,21120,21
755,Magny-sur-Tille,21110,21
756,Mâlain,21410,21
757,Manlay,21430,21
758,Marsannay-la-Côte,21160,21
759,Marsannay-le-Bois,21380,21
760,Merceuil,21190,21
761,Meursault,21190,21
762,Mirebeau-sur-Bèze,21310,21
763,Montbard,21500,21
764,Montigny-sur-Aube,21520,21
765,Morey-Saint-Denis,21220,21
766,Nolay,21340,21
767,Nuits-Saint-Georges,21700,21
768,Plombières-lès-Dijon,21370,21
769,Pontailler-sur-Saône,21270,21
770,Pont-et-Massène,21140,21
771,Pouilly-en-Auxois,21320,21
772,Pouilly-sur-Saône,21250,21
773,Précy-sous-Thil,21390,21
774,Quetigny,21800,21
775,Recey-sur-Ource,21290,21
776,Rouvray,21530,21
777,Ruffey-lès-Beaune,21200,21
778,Ruffey-lès-Echirey,21490,21
779,Saint-Apollinaire,21850,21
780,Sainte-Colombe-sur-Seine,21400,21
781,Saint-Julien,21490,21
782,Sainte-Marie-la-Blanche,21200,21
783,Saint-Nicolas-lès-Cîteaux,21700,21
784,Saint-Romain,21190,21
785,Saulieu,21210,21
786,Saulon-la-Chapelle,21910,21
787,Savigny-lès-Beaune,21420,21
788,Savigny-le-Sec,21380,21
789,Selongey,21260,21
790,Semur-en-Auxois,21140,21
791,Sennecey-lès-Dijon,21800,21
792,Ladoix-Serrigny,21550,21
793,Seurre,21250,21
794,Soirans,21110,21
795,Sombernon,21540,21
796,Talant,21240,21
797,Tart,21110,21
798,Touillon,21500,21
799,Venarey-les-Laumes,21150,21
800,Verrey-sous-Salmaise,21690,21
801,Vignoles,21200,21
802,Villers-les-Pots,21130,21
803,Vougeot,21640,21
804,Bobital,22100,22
805,Île-de-Bréhat,22870,22
806,Broons,22250,22
807,Callac,22160,22
808,Caulnes,22350,22
809,Châtelaudren-Plouagat,22170,22
810,Coatréven,22450,22
811,Le Mené,22330,22
812,Corlay,22320,22
813,Créhen,22130,22
814,Dinan,22100,22
815,Évran,22630,22
