id_place,coordonates,longitude,latitude,adress,id_city_name
I302760003,"43.63915, 4.19453",4.19453,43.63915,SAINT-LAURENT-D'AIGOUZE,2478
I680900006,"47.50136, 7.31204",7.31204,47.50136,14  Rue des Habsbourg,3430
I401340002,"44.19192, -0.91446",-0.91446,44.19192,Rue de Grande Lande,3431
I302820003,"44.14357, 4.48572",4.48572,44.14357,Les Faysses SAINT-MARCEL-DE-CAREIRET,3432
I401350002,"44.09391, -0.54753",-0.54753,44.09391,Route de mont de marsan,3433
I681120010,"47.90277, 7.23383",7.23383,47.90277,4 Rue de la Lauch,3434
I681180002,"47.72439, 7.42673",7.42673,47.72439,Rue de Kembs,3435
I401840009,"44.22603, -1.22561",-1.22561,44.22603,Route de Sainte Eulalie,3264
I312100002,"43.39373, 1.68498",1.68498,43.39373,Avenue Tolosane,3436
I401960002,"43.73236, -0.50679",-0.50679,43.73236,Route d'Hagetmau,3437
I681380001,"47.59292, 7.24864",7.24864,47.59292,24 rue de l'Ill,3438
I681400003,"47.91009, 7.44386",7.44386,47.91009,Rue de la République,3439
I681450006,"48.08521, 7.39024",7.39024,48.08521,9 rue de Lorraine,3440
I681540012,"47.774288, 7.346746",7.346746,47.774288,4  rue du Stade,3441
I402450007,,,,Chemin de Cousseillat,3276
I682010004,"47.76782, 6.99849",6.99849,47.76782,Rue P. Burgi,3442
I682150004,"47.62206, 7.03059",7.03059,47.62206,Rue des Tilleuls,3443
I402860002,"43.63588, -0.49016",-0.49016,43.63588,Allée des arènes,3444
I682240083,"47.736395, 7.362607",7.362607,47.736395,19 rue des bois,3445
I402980001,"43.65795, -0.51807",-0.51807,43.65795,Chemin de Castera,3446
I315060010,"43.5538104772786, 1.5493025780597236",1.5493025780597236,43.5538104772786,Avenue des Carabenes,3447
I403130007,"43.83915, -0.81971",-0.81971,43.83915,Rue des Violettes,3448
I682560002,"47.77576, 7.30727",7.30727,47.77576,24  rue du Collège,3449
I403260002,"43.91683, -1.30635",-1.30635,43.91683,Route de Moliets,1553
I682560010,"47.776, 7.30586",7.30586,47.776,12 Rue André Lichtlé,3449
I410080003,"47.72993, 1.55687",1.55687,47.72993,,3450
I410180010,"47.59271, 1.30644",1.30644,47.59271,8 rue Vasco de Gama,1557
I683000001,"47.77951, 7.42085",7.42085,47.77951,Route de Chalampé ASC Peugeot Mulhouse,3451
I683090001,"47.66217, 7.45103",7.45103,47.66217,Rue Hochkirch,3452
I683340017,"47.81076, 7.10214",7.10214,47.81076,7 Place Joffre,3453
I683340019,"47.80157, 7.11197",7.11197,47.80157,rue Jean Flory Cité scolaire,3453
I683380001,"48.08141, 7.36686",7.36686,48.08141,3 Quai de la Fecht,3454
I683490007,"47.59422, 7.56808",7.56808,47.59422,79 Rue de Michel Felden,3455
I683490014,"47.61107, 7.57294",7.57294,47.61107,20 Boulevard d'Alsace,3455
I683520004,"48.02096, 7.54096",7.54096,48.02096,Rue de la Gare,3456
I683750020,"47.79719, 7.23839",7.23839,47.79719,Rue Chopin,3457
I683760004,"47.81021, 7.32644",7.32644,47.81021,4  rue du Vercors,3458
I321320006,"43.85161, 0.66681",0.66681,43.85161,N21 Av Pierre de Coubertin,3459
I410590006,"47.42176, 1.43213",1.43213,47.42176,Rue du stade,1563
I410670004,"47.511680222862786, 1.4572397003338946",1.4572397003338946,47.51168022286279,2 rue des Anciens Combattants d'AFN,3302
I410670009,"47.51703, 1.44591",1.44591,47.51703,2 route de blois,3302
I683790001,"48.02784, 7.50693",7.50693,48.02784,Rue des Muriers,3460
I690060009,"45.96416, 4.3306",4.3306,45.96416,chemin de la bagatelle,3461
I690090003,"45.93820105058367, 4.712383747100831",4.712383747100831,45.93820105058367,658 avenue de l'europe,3462
I690100007,"45.83848, 4.60665",4.60665,45.83848,201 route de paris,3463
I690130008,"46.02757, 4.69992",4.69992,46.02757,2500 route de longsard,3464
I690140001,"45.68382, 4.47786",4.47786,45.68382,65 rue des Cures,3465
I690180004,"46.16351, 4.57266",4.57266,46.16351,chavannes,3466
I690190001,"46.10357, 4.74024",4.74024,46.10357,11 avenue de Verdun,3467
I690190011,"46.10264, 4.73893",4.73893,46.10264,25 AVENUE DE VERDUN,3467
I690210004,"45.78085, 4.54802",4.54802,45.78085,STe Irénée Résidence Le Calme de l'Étang,3468
I411450001,"47.48944, 1.29518",1.29518,47.48944,route de Montrichard Le bout du pont,3469
I411590008,"47.53899537133089, 1.8115431197507805",1.8115431197507803,47.53899537133089,17 rue du stade Camille Saute,3470
I690270009,"45.67842, 4.75112",4.75112,45.67842,14 boulevard des sports,3471
I690270018,"45.67804946964702, 4.750419504318067",4.750419504318067,45.67804946964702,14 Boulevard des Sports,3471
I690280002,"45.72292, 4.68678",4.68678,45.72292,chemin de la rivière d'Yzeron,3472
I411730005,"47.91569, 1.52641",1.52641,47.91569,route de Prénouvellon,3315
I690290009,"45.74142, 4.90718",4.90718,45.74142,1 rue Jean Bouin,3473
I322690001,"43.79307, 0.82562",0.82562,43.79307,D 654 rue de sainte Gemme,3474
I690330004,"45.85066, 4.86733",4.86733,45.85066,route des Prolières,3475
I690340001,"45.79313, 4.84145",4.84145,45.79313,9 rue François Peissel,3476
I412060005,"47.62477, 1.38136",1.38136,47.62477,Terrain de sport,3320
I690340015,"45.79235, 4.84151",4.84151,45.79235,1 rue Curie,3476
I690340017,"45.80227, 4.86914",4.86914,45.80227,109 chemin de crépieux,3476
I690380001,"45.77477, 4.36703",4.36703,45.77477,,3477
I323310001,"43.71241, 0.63432",0.63432,43.71241,Rue Emile ZOLA,3478
I690450002,"46.0874, 4.68228",4.68228,46.0874,le bourg,3479
I690560003,"45.88456, 4.6187",4.6187,45.88456,avenue du stade,3480
I690620003,"45.61671, 4.47602",4.47602,45.61671,CRET FLEUR DE LYS,3481
I690630004,"45.81664, 4.848",4.848,45.81664,rue de la plage,3482
I690660003,"46.10482884661589, 4.325473665558461",4.325473665558461,46.10482884661589,105 rue de la Rampe,3483
I690660006,"46.10443, 4.32122",4.32122,46.10443,bd Pierre de Coubertin,3483
I690660007,"46.10594, 4.32609",4.32609,46.10594,boulevard Pierre de coubertin,3483
I690720009,"45.81283, 4.75712",4.75712,45.81283,chemin moulin carron,3484
I690800001,"45.55223, 4.71895",4.71895,45.55223,4 route de Givors,3485
I690810004,"45.79000208640066, 4.782872111022475",4.782872111022475,45.79000208640066,RUE DU COLLOVRIER,3486
I690840002,"46.18822, 4.69821",4.69821,46.18822,la lie,3487
I690880004,"45.83021, 4.85275",4.85275,45.83021,quai Jean Baptiste Simon,3488
I690880007,"45.83286, 4.85515",4.85515,45.83286,rue du stade,3488
I690890010,"45.73197, 4.77129",4.77129,45.73197,19 rue de la gare,3489
I390240001,"47.13394, 5.58927",5.58927,47.13394,RUE DE LA SOURCE,3490
I690910034,"45.60099711345251, 4.771789312362672",4.771789312362672,45.60099711345251,rue Auguste Delaune,3491
I690920002,"45.99045, 4.69241",4.69241,45.99045,RUE DES PEUPLIERS,3492
I690940005,"45.74871, 4.69859",4.69859,45.74871,route du col de la luère,3493
I690960004,"45.60847, 4.78558",4.78558,45.60847,1 avenue Jean Durand,3494
I330140003,"44.97466, -0.13771",-0.13771,44.97466,Le Bourg,3495
I691000004,"45.6703957782233, 4.810506999492646",4.810506999492646,45.6703957782233,rue de boutan,3496
I691070002,"46.05611, 4.49287",4.49287,46.05611,1307 rue centrale,3497
I691070003,"46.062, 4.49092",4.49092,46.062,125 place du mille-club,3497
I391280003,"46.96951, 5.40917",5.40917,46.96951,Rue gagneur,1476
I691120003,"45.81876, 4.65794",4.65794,45.81876,rue des sports,3498
I330330003,"44.709, -0.43867",-0.43867,44.709,LAC,3499
I581120001,"46.963916575912364, 3.329071998596192",3.329071998596192,46.96391657591237,Route d'Imphy,3500
I581150001,"46.83893, 3.31805",3.31805,46.83893,Route de Nevers Fleury sur Loire,3501
I581170001,"47.015505, 3.087483",3.087483,47.015505,22 Boulevard Boïgues,3502
I581170003,"47.015286, 3.078119",3.078119,47.015286,Quai de Loire,3502
I581180001,"46.81224, 3.71463",3.71463,46.81224,Route de Montambert Le Chêne Béni,3503
I581210004,"47.046861, 3.078715",3.078715,47.046861,Rue Maurice Pilette,3504
I581240001,"47.07979, 3.03905",3.03905,47.07979,Germigny sur Loire,3505
I581310002,"47.091307, 3.19013",3.19013,47.091307,Avenue du Général Cheutin Guérigny,3506
I581340001,"46.930657, 3.261524",3.261524,46.930657,Avenue Jean Jaurès,3507
I581450001,"47.27831, 3.82313",3.82313,47.27831,Route de Château-Chinon Lormes,3508
I581510003,"46.885879, 3.46779",3.46779,46.885879,19 Rue Roger Salengro,3509
I581520004,"46.88409, 3.14438",3.14438,46.88409,Rue des Ecoles  Magny Cours,3510
I581940001,"46.9817, 3.1842",3.1842,46.9817,Boulevard Léon Blum,3511
I581940003,"46.98642, 3.16083",3.16083,46.98642,Boulevard Pierre de Coubertin,3511
I581940018,"47.01687, 3.15404",3.15404,47.01687,Rue Louise Michel,3511
I581940020,"46.99963, 3.1463",3.1463,46.99963,31 Rue Faidherbe,3511
I581940024,"47.00387, 3.15943",3.15943,47.00387,Boulevard Saint Exupéry,3511
I581940026,"46.9866, 3.15554",3.15554,46.9866,10 Cloître St Cyr,3511
I391980020,"47.08824, 5.48938",5.48938,47.08824,PLACE BARBEROUSSE,1478
I581940029,"47.01052, 3.1569",3.1569,47.01052,Rue du Docteur Michel Gaulier,3511
I581940030,"47.01131, 3.15428",3.15428,47.01131,36 Boulevard Camille Dagonneau,3511
I581940033,"46.98062, 3.12694",3.12694,46.98062,8 Boulevard du Pré Plantin,3511
I581940035,"47.00489, 3.15568",3.15568,47.00489,3 Boulevard St Exupéry,3511
I582140002,"47.08516, 3.09336",3.09336,47.08516,Route de Paris,3512
I391980040,,,,119 rue Alsace Loraine,1478
I582230004,"47.02845, 3.52865",3.52865,47.02845,Route de Saxy-Bourdon Rouy,3513
I582270001,"47.53359, 3.07527",3.07527,47.53359,Route de St Sauveur Saint Amand en Puisaye,3514
I582600001,"46.851165, 3.176233",3.176233,46.851165,Avenue de la mairie Saint Parize le Châtel,3515
I582670002,"47.11044, 3.51337",3.51337,47.11044,Rue Jean Moulin Saint Saulge,3516
I330630002,"44.82322, -0.57352",-0.57352,44.82322,53 Rue Pauline Kergomard,1775
I582780003,"46.97567, 3.1616",3.1616,46.97567,4 rue Georges Malville Sermoise sur Loire,3517
I583030002,"47.012416, 3.135863",3.135863,47.012416,Rue Jean Baudry,3518
I330630023,"44.87908, -0.54654",-0.54654,44.87908,46 rue Leon Blum 33300,1775
I583030004,"47.010703, 3.144201",3.144201,47.010703,11 Rue du 11 novembre 1918,3518
I590320007,"50.32556, 3.511403",3.511403,50.32556,rue charles cros,3519
I330630047,"44.83382, -0.56715",-0.56715,44.83382,21 Rue Ulysse Despaux,1775
I590370003,"50.1928, 3.39522",3.39522,50.1928,Rue Henri Barbusse,3520
I590410001,"50.21295, 3.86632",3.86632,50.21295,PLACE DU 14 JUILLET,3521
I590430006,"50.74193, 2.73646",2.73646,50.74193,RUE N. DUMEZ,3522
I590430011,"50.72573, 2.73424",2.73424,50.72573,AVENUE DE L EUROPE,3522
I590440001,"50.61295, 3.24216",3.24216,50.61295,chemin d'ogimont,3523
I590530003,"50.29566, 3.80392",3.80392,50.29566,rue du vieux chemin BAVAY,3524
I590530007,"50.29566, 3.80392",3.80392,50.29566,rue du vieux Chemin BAVAY,3524
I590540007,"50.78587, 2.45593",2.45593,50.78587,ruelle des écoles,3525
I590670006,"50.96642, 2.43361",2.43361,50.96642,rue joseph Dezitter,3526
I590670007,"50.96628, 2.43332",2.43332,50.96628,rue joseph Dezitter,3526
I590680006,"50.20663, 3.81411",3.81411,50.20663,RUE DE KLOTTEN BERLAIMONT,3527
I590680007,"50.20607, 3.81202",3.81202,50.20607,RUE DE KLOTTEN BERLAIMONT,3527
I590690001,"50.25503, 3.52294",3.52294,50.25503,Rue du Général De Gaulle,3528
I590710002,"50.47742, 3.15012",3.15012,50.47742,Rue du Stade,3529
I590840001,"50.69107, 2.41004",2.41004,50.69107,RUE DE VERDUN,3530
I590880002,"50.64469, 2.87676",2.87676,50.64469,RUE DE POURTALES,3531
I590900007,"50.69513, 3.08717",3.08717,50.69513,chemin saint Georges,3532
I590940004,"50.95345, 2.19087",2.19087,50.95345,rue de gravelines,3533
I330630065,"44.87161, -0.5698",-0.5698,44.87161,Rue du Petit Miot,1775
I590940009,"50.94365, 2.19278",2.19278,50.94365,avenue françois mitterand,3533
I591030001,"50.23823, 3.87934",3.87934,50.23823,Rue Trente Pieds,3534
I591050001,"50.43345, 3.24362",3.24362,50.43345,430 Rue Dombré - Domaine du Manoir,3535
I591120001,"50.39946, 3.52192",3.52192,50.39946,70 Rue Brabant,3536
I591120007,"50.39834, 3.54766",3.54766,50.39834,r hoche,3536
I591130002,"50.35938, 3.23695",3.23695,50.35938,Rue Henri Barbusse,3537
I330690008,"44.86458, -0.61315",-0.61315,44.86458,124 RUE RAYMOND LAVIGNE,1779
I591310009,"50.99874, 2.36036",2.36036,50.99874,AVENUE DU GENERAL DE GAULLE,3538
I591360003,"50.09646, 3.53167",3.53167,50.09646,AVENUE DES ESSARTS LA CATEAU-CAMBRESIS,3539
I591390003,"50.12397, 3.39724",3.39724,50.12397,235 rue henri barbusse,3540
I591400001,"50.08479, 3.37807",3.37807,50.08479,Rue de l'égalité,3541
I591500002,"50.54587, 3.23155",3.23155,50.54587,Route de Cysoing COBRIEUX,3542
I591520001,"50.76044, 3.01386",3.01386,50.76044,Rue de Linselles,3543
I591530002,"50.4544, 3.58573",3.58573,50.4544,rue Faniart,3544
I591550008,"51.02598, 2.39489",2.39489,51.02598,28 RUE DU GENERAL HOCHE,3545
I591580001,"50.45345, 3.19884",3.19884,50.45345,Rue de Fâches,3546
I400210005,,,,"Rue Gaston Nougaro, Espace François Mitterrand",3428
I591590001,"50.97167, 2.2349",2.2349,50.97167,170 rue de l'église,3547
I591620003,"50.93205, 2.38592",2.38592,50.93205,ROUTE DU COLLEGE,3548
I400440002,"43.55005, -1.30364",-1.30364,43.55005,le bourg,3549
I591730001,"50.73808, 2.94453",2.94453,50.73808,ROUTE DE LA MINE D'OR,3550
I591780036,"50.35302, 3.07929",3.07929,50.35302,RUE DE COURCHELETTES,3551
I400800003,"43.7602, -0.31974",-0.31974,43.7602,r gaston phoebus,1502
I400810001,"43.99139, -0.53013",-0.53013,43.99139,Le Bourg,3552
I591830003,"51.0247, 2.33498",2.33498,51.0247,bd de l'aurore,3553
I591830013,"51.02307, 2.32821",2.32821,51.02307,r du tornegat,3553
I591830014,"51.02914, 2.33105",2.33105,51.02914,r gabriel,3553
I400890001,"43.68106, -0.65021",-0.65021,43.68106,Route du Mus,1505
I591830029,"51.01631, 2.33337",2.33337,51.01631,RUE DE NANCY,3553
I591830043,"51.02058, 2.25175",2.25175,51.02058,all du 8 mai 1945,3553
I591830045,"51.02176, 2.34938",2.34938,51.02176,Rue Louis Dumez,3553
I591830052,"51.03209, 2.33449",2.33449,51.03209,77 av edmond flamand,3553
I591830053,"51.03659, 2.38918",2.38918,51.03659,Avenue de Rosendael,3553
I591830060,"51.05138, 2.41429",2.41429,51.05138,95 av des sports,3553
I591830063,"51.04401, 2.43964",2.43964,51.04401,qu des maraichers,3553
I591830072,"51.05275, 2.41638",2.41638,51.05275,Avenue des sports,3553
I591830073,"51.04578, 2.38019",2.38019,51.04578,Place de l ajustage,3553
I591830078,"51.02003, 2.3199",2.3199,51.02003,r de la perche,3553
I401250001,"43.64254, -1.08181",-1.08181,43.64254,Route de Mahourat,1518
I401330003,"43.59627, -1.42775",-1.42775,43.59627,Place Louis Darmanté,1522
I331430004,"44.97089, -0.45402",-0.45402,44.97089,Place Marcel Lagarde,3554
I591830080,"51.02391, 2.31195",2.31195,51.02391,r paul dessinguez,3553
I591830104,"51.03926, 2.408",2.408,51.03926,Rue Pierre de Coubertin,3553
I401520005,,,,Route des assocaitions,1526
I591950001,"50.62733, 2.95692",2.95692,50.62733,rue du procureur,3555
I591960002,"50.63734, 2.94033",2.94033,50.63734,15 Place du Général de Gaulle,3556
I331850001,"44.86611, -0.25245",-0.25245,44.86611,50 route du Stade,3557
I402090005,"43.56224, -1.44595",-1.44595,43.56224,Place Richard Feuillet,1531
I592010001,"50.61816, 2.92677",2.92677,50.61816,380 rue de la gare,3558
I592020003,"50.67254, 2.84081",2.84081,50.67254,Rue des Armées,3559
I592050006,"50.334052, 3.337044",3.337044,50.334052,r ambroise croizat,3560
I592060005,"50.18765, 3.25373",3.25373,50.18765,rue du marais,3561
I592090001,"50.09862, 3.3115",3.3115,50.09862,RUE DU STADE,3562
I592100002,"50.88973, 2.42349",2.42349,50.88973,Rue clos des tilleuls,3563
I592120004,"50.64767, 2.71736",2.71736,50.64767,Rue du Collège,3564
I592120005,"50.64369, 2.70311",2.70311,50.64369,230 rue de Merville,3564
I592150002,"50.353807, 3.592696",3.592696,50.353807,9 r paul doumer,3565
I592180004,"50.05808, 3.93368",3.93368,50.05808,rue de Fourmie,3566
I592210006,"50.319492, 3.514978",3.514978,50.319492,r du mont-houy,3567
I592300002,"50.25816, 4.0025",4.0025,50.25816,rue Sadi Carnot,3568
I402730005,"43.54109, -1.38513",-1.38513,43.54109,323 r de gascogne,3287
I332000007,,,,Rue Jules Massenet,1802
I332030009,"45.18461, -1.05192",-1.05192,45.18461,Rue des Houleys,1803
I592490001,"50.00879, 4.04658",4.04658,50.00879,avenue kennedy Fourmies,3569
I592490006,"50.021434, 4.048502",4.048502,50.021434,RUE LEO LAGRANGE,3569
I592490009,"50.01344, 4.04557",4.04557,50.01344,Rue FELIX LABOURDETTE FOURMIES,3569
I592500002,"50.5826, 2.88816",2.88816,50.5826,Rue quatre septembre,3570
I592530003,"50.436676, 3.573548",3.573548,50.436676,409 r edgard loubry,3571
I592530004,"50.43835, 3.56847",3.56847,50.43835,r jules guesde,3571
I592560006,"50.55897, 3.13368",3.13368,50.55897,Place de l'église,3572
I332260004,"44.7078, -0.39671",-0.39671,44.7078,Parc de Pomarède,3573
I592610002,"50.05621, 4.06994",4.06994,50.05621,17 rue du Général de Gaulle,3574
I592650001,"50.26489, 3.70873",3.70873,50.26489,860 rue de la gare,3575
I592680003,"50.63415, 2.70646",2.70646,50.63415,RUE Pierre de Coubertin,3576
I592680004,"50.63555, 2.71141",2.71141,50.63555,RUE JEAN MERMOZ,3576
I592690002,"50.05804, 3.1273",3.1273,50.05804,RUE DU STADE GOUZEAUCOURT,3577
I592710005,"51.01034, 2.28899",2.28899,51.01034,r de l'ecureuil,3578
I592710009,"51.01034, 2.28899",2.28899,51.01034,r de l'ecureuil,3578
I592710016,"51.01331, 2.29089",2.29089,51.01331,r emmanuel chabrier,3578
I592710017,"51.01935, 2.30262",2.30262,51.01935,r rigaud,3578
I592710018,"51.0155, 2.30517",2.30517,51.0155,r de turenne,3578
I592710022,"51.01629, 2.29743",2.29743,51.01629,r palissy,3578
I592710023,"51.01059, 2.30469",2.30469,51.01059,Rue de Madrid,3578
I592710024,"51.01765, 2.29927",2.29927,51.01765,Rue Denis Papin,3578
I592710029,"51.01123, 2.28721",2.28721,51.01123,r claude debussy,3578
I592710030,"51.01116, 2.28687",2.28687,51.01116,r claude debussy,3578
I592730019,"50.99849, 2.12251",2.12251,50.99849,prv des droits de l'enfant,3579
I592730020,"50.99788, 2.12543",2.12543,50.99788,rte des enrochements,3579
I411980002,"47.265725432744794, 1.3694956898689272",1.3694956898689272,47.2657254327448,12 Avenue Jean Magnon,3318
I592790004,"50.77749, 3.11371",3.11371,50.77749,35 RUE HECTOR BERLIOZ HALLUIN,3580
I592850001,"50.252772, 3.423183",3.423183,50.252772,r jules boucly,3581
I592860002,"50.60124, 2.98884",2.98884,50.60124,Avenue de beaupré,3582
I592880001,"50.316556, 3.430376",3.430376,50.316556,r vaillant-couturier,3583
I592910006,"50.24317, 3.90641",3.90641,50.24317,Avenue Leclerc,3584
I151220004,"44.70544, 2.20576",2.20576,44.70544,rue du stade,992
I592950002,"50.71834, 2.52924",2.52924,50.71834,Rue de Sercus,3585
I592950004,"50.7306, 2.52977",2.52977,50.7306,Avenue de Flandres,3585
I592950009,"50.71783, 2.54118",2.54118,50.71783,Avenue De Lattre De Tassigny,3585
I151340005,"44.69674, 2.50862",2.50862,44.69674,Route d'Entraygues,993
I592950016,"50.71965, 2.55102",2.55102,50.71965,Rue du Vieux Berquin,3585
I592970002,"50.36873, 3.35738",3.35738,50.36873,4 r roger salengro,3586
I596110005,"50.68263, 2.99748",2.99748,50.68263,place de la mairie,3587
I596140003,"50.15601, 3.46339",3.46339,50.15601,Rue du 8 Mai,3588
I596160004,"50.46373, 3.56519",3.56519,50.46373,r du 8 mai 1945,3589
I596220001,"50.2303, 3.40418",3.40418,50.2303,Rue d'Haspres,3590
I151520007,"44.92201, 2.84517",2.84517,44.92201,rue du Stade,3591
I596240003,"50.03265, 3.29006",3.29006,50.03265,RUE DE CAMBRAI,3592
I596260002,"50.286001, 3.615443",3.615443,50.286001,rue des écoles VILLERS-POL,3593
I151540004,"44.94696, 2.5827",2.5827,44.94696,Avenue du Val de Cère,3594
I596310003,"50.06864, 3.33827",3.33827,50.06864,rue jules ferry,3595
I151600003,"44.97428, 2.418",2.418,44.97428,4 route impériale,997
I332590001,"44.95798, -0.34389",-0.34389,44.95798,Rue Léo Lagrange,3596
I596400002,"50.29472, 3.6726",3.6726,50.29472,Rue James Pollet WARGNIES-LE-PETIT,3597
I596410001,"50.97565, 2.49413",2.49413,50.97565,rue des vieux moulins,3598
I596460007,"50.67705, 3.12483",3.12483,50.67705,RUE DU MOLINEL,3599
I596460008,"50.68271, 3.13935",3.13935,50.68271,RUE LOUISE MICHEL,3599
I151870012,"45.03636, 3.08891",3.08891,45.03636,Avenue de la Fontlong,1003
I151960003,"44.8556, 2.3095",2.3095,44.8556,Les Parrines,3600
I332870002,"44.56795, 0.03564",0.03564,44.56795,4 Le bourg,3601
I540280003,"49.209072, 5.975332",5.975332,49.209072,Rue de la 9ème DIC,3602
I333000001,"45.25301, -1.02751",-1.02751,45.25301,Rue du Baron,3603
I540510001,"49.1845, 5.95688",5.95688,49.1845,Les Etangs,3604
I540510003,"49.171391, 5.968532",5.968532,49.171391,12T  Rue de l'Église,3604
I540510004,"49.171, 5.96924",5.96924,49.171,impasse de la barrière,3604
I540540001,"48.47894, 6.3065",6.3065,48.47894,Rue de la Moselle,3605
I540620002,"48.5157, 6.21003",6.21003,48.5157,Rue du stade Benney,3606
I540790003,"48.875032, 6.049583",6.049583,48.875032,61 Rue des saules,3607
I333180010,"44.78934, -0.67954",-0.67954,44.78934,RUE DES PROVINCES,1827
I540790004,"48.890482, 6.042303",6.042303,48.890482,52 Chemin Vert Derrière Garage Respaud,3607
I540790007,"48.8895, 6.05113",6.05113,48.8895,Avenue Victor Claude,3607
I540900001,"48.7486, 6.16158",6.16158,48.7486,Rue des Paquis Les Paquis,3608
I540990003,"49.2547, 5.93714",5.93714,49.2547,Avenue Albert de Briey,3609
I160010002,"46.10341, 0.70589",0.70589,46.10341,Le Bourg,3610
I541130001,"48.73914, 6.35733",6.35733,48.73914,Rue du général Castelnau,3611
I160250001,"45.38263, -0.2371",-0.2371,45.38263,4 Impasse des nids,1012
I541150014,"48.7255, 6.14947",6.14947,48.7255,rue de Ronceveux,3612
I160580002,"45.71271, -0.30238",-0.30238,45.71271,2 place de l'église,3613
I541350002,"48.5304, 5.8925",5.8925,48.5304,Rue la Marosse,3614
I541360002,"49.1676, 5.86118",5.86118,49.1676,Rue grand Jean Le Paquis,3615
I160780014,"45.71287736141219, 0.20711481571197513",0.2071148157119751,45.71287736141219,rue des bouvreuils,3616
I541570001,"48.833, 6.07387",6.07387,48.833,avenue charles roth,3617
I541590007,"48.61101, 6.34965",6.34965,48.61101,ZAC du Saulcy rue Victor Prouvé Dombasle sur Meurthe,3618
I541670004,"48.67265, 5.90785",5.90785,48.67265,Rue de la Prairie,3619
I541740010,"48.6785, 5.85397",5.85397,48.6785,1464 Avenue du 15ème Génie,3620
I060710007,"44.08638889, 6.85222222",6.85222222,44.08638889,La Frache,3256
I060710010,"44.0875, 6.85222222",6.85222222,44.0875,La Frache,3256
I160970003,"45.74385, -0.35591",-0.35591,45.74385,,3621
I541840002,"48.7004, 6.21973",6.21973,48.7004,AVENUE DU GENERAL DE GAULLE,3622
I541970001,"48.6294, 6.20683",6.20683,48.6294,Chemin de Frocourt,3623
I542150006,"48.7634, 6.12909",6.12909,48.7634,6 Rue de Lasalle,3624
I542320007,"48.6944, 5.96964",5.96964,48.6944,Boulevard de l'avenir,3625
I542540006,"49.508608, 5.808244",5.808244,49.508608,32 Rue de la Garonne St Charles,3626
I542570002,"48.6501, 6.19646",6.19646,48.6501,Parc de l'Embanie,3627
I542630004,"49.220879, 5.99426",5.99426,49.220879,Rue du Tunnels,3628
I542650002,"48.6429, 6.17796",6.17796,48.6429,Chemin du Mancès,3629
I542700001,"49.491, 5.85889",5.85889,49.491,rue Jean Moulin,3630
I542700002,"49.4959, 5.8685",5.8685,49.4959,rue de Tilleul,3630
I542730014,"49.1606, 5.88379",5.88379,49.1606,Rue Clément Humbert + Chemin des Marcaires,3631
I542740001,,,,34 Rue de la Sablière,3632
I542740004,"48.6626, 6.19866",6.19866,48.6626,2 RUE JOSEPH PIROUX,3632
I542740005,"48.6714, 6.21436",6.21436,48.6714,rue Gabriel Fauré,3632
I542740013,"48.6674, 6.20268",6.20268,48.6674,3 RUE FRANCOIS EVRARD,3632
I542760001,"48.8471, 6.25531",6.25531,48.8471,rue du stade,3633
I542800007,"49.2366, 6.01582",6.01582,49.2366,3 rue du stade,3634
I162250001,"45.77647, 0.55798",0.55798,45.77647,3 rue des sports,3635
I543000004,"48.6578, 6.22798",6.22798,48.6578,1 rue lucien galtier,3636
I162440002,"45.62631, 0.04599",0.04599,45.62631,La Sablière d' Epagnac,3637
I543040019,"48.687, 6.12879",6.12879,48.687,9 rue de la toulose,3638
I162910008,"45.6784789, 0.2364639",0.2364639,45.6784789,147 rue de puyguillen,3639
I543180002,"48.7677, 6.06146",6.06146,48.7677,Route de Saizerais,3640
I543210003,"49.5332, 5.80263",5.80263,49.5332,Rue René Getti,3641
I543220002,"49.43646, 5.6159",5.6159,49.43646,18 avenue charles de gaulle,3642
I543220006,"49.4399, 5.60598",5.60598,49.4399,Avenue de la libération,3642
I543230020,"49.517848, 5.767266",5.767266,49.517848,rue Legendre,3643
I060880158,"43.685336, 7.199416",7.199416,43.685336,2 avenue claude debussy,590
I060950008,"43.6244445, 6.8855",6.8855,43.6244445,Avenue de Peygros,594
I060990004,"43.95472222, 6.89055556",6.89055556,43.95472222,Zone d'activité,3644
I010390005,"45.8508, 5.7508",5.7508,45.8508,Route du marais,3645
I010530019,"46.21143, 5.24432",5.24432,46.21143,Avenue de Jasseron,12
I543280002,"48.6279, 6.15046",6.15046,48.6279,LE PLATEAU,3646
I543280004,"48.6179, 6.16456",6.16456,48.6179,rue du bon curé,3646
I543290005,"48.597927, 6.508137",6.508137,48.597927,Avenue du Docteur Paul Kahn,3647
I543290006,"48.597345, 6.51056",6.51056,48.597345,14 av caumont la force,3647
I010530050,"46.19601, 5.22513",5.22513,46.19601,1 Rue de Crouy Bourg-en-Bresse,12
I543320002,"48.8907, 6.04083",6.04083,48.8907,Derrière garage Respaud,3648
I010620001,"45.86444, 5.09416",5.09416,45.86444,Montessuy,3649
I543390006,"48.7127, 6.17906",6.17906,48.7127,Rue du Stade,3650
I010690002,"46.14361, 5.26389",5.26389,46.14361,,14
I543520003,"48.63799, 6.04365",6.04365,48.63799,Les Bosquets,3651
I543570002,"48.7007, 6.12669",6.12669,48.7007,Rue de l'Orne,3652
