id_place,coordonates,longitude,latitude,adress,id_city_name
I432000006,"45.03907056656557, 4.063914120197297",4.063914120197297,45.03907056656557,route de l'holme,1251
I432050005,"45.33672, 4.31234",4.31234,45.33672,Rue des anciens combattants AFN,1252
I432110002,"45.21882, 4.13094",4.13094,45.21882,Chemin des bruyères Les chabanneries,1253
I432120004,"45.35659, 3.9517",3.9517,45.35659,,1254
I432160003,"45.13667, 3.82034",3.82034,45.13667,chemin du stade du chomeil,1255
I432210001,"45.0096, 3.6828",3.6828,45.0096,La pinatelle Rougeac,1256
I432230002,"45.26571, 4.327",4.327,45.26571,Chemin de lautat,1257
I432240002,"45.23863, 4.23487",4.23487,45.23863,Avenue de Marinéo,1258
I432240003,"45.23431, 4.23738",4.23738,45.23431,Rte du pinet,1258
I432340002,"44.95994, 3.54253",3.54253,44.95994,Avenue du Gévaudan,1259
I432340007,"44.95822, 3.54111",3.54111,44.95822,Avenue du Gévaudan La champ basse,1259
I432440002,"45.11259, 4.29385",4.29385,45.11259,Bd Léon Rocher,1260
I432440003,"45.11538, 4.28441",4.28441,45.11538,Rue du pont D103,1260
I432440008,"45.1115, 4.30054",4.30054,45.1115,Boulevard du Leygat,1260
I432510006,"45.02963, 3.87933",3.87933,45.02963,Avenue Charles Massot,1261
I432580003,"45.36792, 3.32831",3.32831,45.36792,rue de la croix de Bayoud,1262
I432650004,"45.23793, 4.17776",4.17776,45.23793,rue du stade,1263
I432670001,"45.18612, 3.90417",3.90417,45.18612,chemin du camping Les Gravières,1264
I432680011,"45.12968, 4.1289",4.1289,45.12968,Choumouroux,1265
I432680012,"45.13726, 4.13075",4.13075,45.13726,Montbarnier,1265
I440020008,"47.07611, -1.40754",-1.40754,47.07611,67 rue de la Chapelle,1266
I440030009,"47.38038, -1.1866",-1.1866,47.38038,290 avenue des Jeux Olympiques,1267
I440030011,"47.37518, -1.18441",-1.18441,47.37518,320 rue du Pressoir-Rouge,1267
I440030020,"47.36207, -1.18542",-1.18542,47.36207,Boulevard de Kirkham,1267
I440030021,"47.36683, -1.18274",-1.18274,47.36683,Boulevard Joseph Vincent,1267
I440050001,"47.12221, -1.93665",-1.93665,47.12221,Rue du Stade,1268
I440050009,"47.12835, -1.92046",-1.92046,47.12835,La Pacauderie,1268
I440070001,"47.649593963688176, -1.99564665555954",-1.99564665555954,47.649593963688176,Route de Redon,1269
I440100003,"47.28125, -2.48596",-2.48596,47.28125,Route du Croisic,1270
I440130002,"47.39934, -2.0902",-2.0902,47.39934,17 Chemin du Stade,1271
I440140001,"47.1005, -1.48903",-1.48903,47.1005,rue du stade,1272
I440150013,"47.48196, -1.76201",-1.76201,47.48196,Rue René Cassin,1273
I440150014,"47.47933090507739, -1.76168829202652",-1.76168829202652,47.47933090507739,rue René Giraud BLAIN,1273
I440180011,"47.15522, -1.68227",-1.68227,47.15522,ZAC des Ormeaux - Place de l'Edit de Nantes,1274
I440180012,"47.15067, -1.69268",-1.69268,47.15067,Route du Tour,1274
I440200012,"47.1734, -1.6053",-1.6053,47.1734,Rue  Gustave'burg,1275
I440200017,"47.1713, -1.6218",-1.6218,47.1713,place Pablo Néruda,1275
I440200018,"47.17496, -1.59184",-1.59184,47.17496,Chemin de la Neustrie,1275
I440210001,"47.04425, -1.95575",-1.95575,47.04425,"rue des 3 ponts, Bourg-Neuf",1276
I440210002,"47.02604, -1.87796",-1.87796,47.02604,21 rue de Pornic,1276
I440220005,"47.04413, -1.19104",-1.19104,47.04413,Rue des Sausaies,1277
I440230003,"47.419507952649774, -1.8473500013351443",-1.8473500013351445,47.419507952649774,Rue Eugène Couétoux du Tertre - Route de Blain,1278
I440250001,"47.40755, -1.97105",-1.97105,47.40755,Avenue des Sports,1279
I440260001,"47.28017, -1.49121",-1.49121,47.28017,rue de la Mainguais,1280
I440260008,"47.30417, -1.50248",-1.50248,47.30417,avenue de la Loire,1280
I440260012,"47.28143, -1.48136",-1.48136,47.28143,Rue du Moulin-Boisseau,1280
I440260017,"47.29592, -1.48785",-1.48785,47.29592,Rue Petit Breton - Rue Louis Armand,1280
I440260027,"47.31831, -1.4707",-1.4707,47.31831,La Tournière,1280
I440270002,"47.39081254, -1.55719761",-1.55719761,47.39081254,Rue des ardillaux,1281
I440270004,"47.28279716138864, -1.4809068562885328",-1.4809068562885328,47.28279716138864,Rue Victor Hugo,1280
I440280003,"47.32629, -1.347545",-1.347545,47.32629,Rue de Bel Air Les Gattières,1282
I440290004,"47.27082, -1.33443",-1.33443,47.27082,Rue du stade,1283
I440300002,"47.44353, -2.24509",-2.24509,47.44353,Rue de Brière,1284
I440310001,"47.62116, -1.19692",-1.19692,47.62116,Rue de l'école,1285
I440320005,"47.17789, -1.34579",-1.34579,47.17789,Rue de Santo Amaro,1286
I440330002,"47.37641, -1.96876",-1.96876,47.37641,Rue de l'Ebaupin,1287
I440350006,"47.25958, -1.54356",-1.54356,47.25958,route de la Jonelière,1288
I440350011,"47.30639, -1.55813",-1.55813,47.30639,2bis allée des favrières,1288
I440350019,"47.291, -1.53822",-1.53822,47.291,rue Kerbihan,1288
I440350024,"47.267603, -1.55127",-1.55127,47.267603,1 boulevard du gesvres,1288
I440350027,"47.26106, -1.54216",-1.54216,47.26106,Route de la Jonelière,1288
I440360002,"47.71459, -1.38831",-1.38831,47.71459,Avenue de la Citoyenneté,1289
I440360019,"47.71323, -1.37876",-1.37876,47.71323,33 Rue de la Libération,1289
I440360031,"47.72501, -1.36892",-1.36892,47.72501,Cité Carfort,1289
I440370004,"47.1269, -1.4231",-1.4231,47.1269,Rue des Sports,1290
I440380001,"47.15567, -1.98344",-1.98344,47.15567,rue du stade,1291
I440410002,"47.09208, -1.61717",-1.61717,47.09208,Rue du Stade,1292
I440430005,"47.09301, -1.28754",-1.28754,47.09301,5 ter Esplanade de Klettgau,1293
I440430006,"47.089574940610035, -1.2952816486358643",-1.2952816486358645,47.08957494061004,La Blairie,1293
I440430008,"47.09501, -1.27181",-1.27181,47.09501,rue Pierre de Coubertin,1293
I440460003,"47.27921, -2.05629",-2.05629,47.27921,12 rue de la Mairie,1294
I440470002,"47.22028, -1.68276",-1.68276,47.22028,Rue de la Noë Allais,1295
I440470007,"47.21456, -1.72756",-1.72756,47.21456,Boulevard François Blancho,1295
I440470010,"47.212432, -1.738699",-1.738699,47.212432,Rue Marcel de la Provoté,1295
I440480003,"47.39639, -1.28722",-1.28722,47.39639,Rue du Stade,1296
I440490003,"47.28901, -2.51803",-2.51803,47.28901,Avenue des moulins,1297
I440490004,"47.28905, -2.51668",-2.51668,47.28905,Rue de Kervenel,1297
I440510003,"47.671499, -1.673472",-1.673472,47.671499,Route de Rennes,1298
I440520001,"47.32002, -2.08288",-2.08288,47.32002,2 rue du Stade,1299
I440540009,"47.65861704739715, -1.322634816169739",-1.322634816169739,47.65861704739715,11  Rue du Verger,1300
I440550001,"47.28969, -2.3949",-2.3949,47.28969,Place des Salines,1301
I440550020,"47.2805, -2.42236",-2.42236,47.2805,Boulevard Guy de Champsavin,1301
I440550021,"47.2958, -2.35375",-2.35375,47.2958,7 Avenue du Bois Robin,1301
I440550022,"47.27619, -2.33019",-2.33019,47.27619,Avenue des colombes,1301
I440560010,"47.40963, -1.79203",-1.79203,47.40963,1 rue des Sports,1302
I440610004,"47.24778, -1.94786",-1.94786,47.24778,1 rue du Jaunais,1303
I440620007,"47.52298, -1.74709",-1.74709,47.52298,Rue du Stade,1304
I440640009,"47.10028, -1.30965",-1.30965,47.10028,Route de Saint Fiacre,1305
I440660007,"47.35588, -1.60219",-1.60219,47.35588,Route de Treillières,1306
I440670027,"47.62641400273656, -1.8144929409027102",-1.8144929409027104,47.62641400273656,rue de Bellevue,1307
I440690009,"47.3315, -2.41914",-2.41914,47.3315,Rue Gustave Flaubert,1308
I440690017,"47.33739, -2.42511",-2.42511,47.33739,Rue du Pradonnais,1308
I440700008,"47.16214, -1.40702",-1.40702,47.16214,Allée des Sports,1309
I440710005,"47.19998, -1.42049",-1.42049,47.19998,rue de la Blandellerie La Croix des Tailles,1310
I440720009,"47.44308, -2.33081",-2.33081,47.44308,Avenue des Sports,1311
I440730005,"47.407759, -1.652683",-1.652683,47.407759,2 rue des Fresnouelles,1312
I440740011,"47.19919, -1.66774",-1.66774,47.19919,17 Rue de l'Allier,1313
I440750001,"47.61893, -1.44634",-1.44634,47.61893,Rue du Clos Prêtre,1314
I440770002,"47.49478, -1.41503",-1.41503,47.49478,Le Patis Micaud,1315
I440810005,"46.88761, -1.59084",-1.59084,46.88761,1 rue Pierre de Coubertin Le Chambord,1316
I440820004,"47.403783555650385, -1.3752865791320803",-1.3752865791320803,47.40378355565039,120 rue Jacques Prévert Ecotay,1317
I440820006,"47.4087, -1.37528",-1.37528,47.4087,Rue Jules Verne,1317
I440830003,"46.99134, -1.59701",-1.59701,46.99134,Rue du Stade,1318
I440840005,"47.24104, -1.35162",-1.35162,47.24104,Rue du Beugnon,1319
I440840006,"47.2354, -1.33983",-1.33983,47.2354,Rue d'Anjou er de la Tannerie,1319
I440880004,"47.09575, -1.38042",-1.38042,47.09575,2 rue des abbés courtais,1320
I440900001,"46.99379, -1.74278",-1.74278,46.99379,rue des sports,1321
I440930001,"47.48393, -1.11023",-1.11023,47.48393,"Rue des Hêtres, Maumusson",1322
I440950003,"47.55971, -1.39901",-1.39901,47.55971,Rue du Monastère,1323
I440960003,"47.43536, -1.22697",-1.22697,47.43536,378 rue Cornouaille,1324
I440970001,"47.39655, -2.45215",-2.45215,47.39655,Rue des sports,1325
I440980003,"47.47738, -2.16706",-2.16706,47.47738,Rue de Govillon,1326
I440990004,"47.62048, -1.36993",-1.36993,47.62048,Rue de la Gare,1327
I441010001,"47.18293, -1.67621",-1.67621,47.18293,Rue de la Gaudinière,1328
I441020005,"47.06135, -1.4804",-1.4804,47.06135,Rue des moulins / route de Chateau Thébaud,1329
I441030003,"47.33226, -2.15037",-2.15037,47.33226,Avenue de l'Ile de France,1330
I441080005,"47.13829, -1.28404",-1.28404,47.13829,Route de La Prée,1331
I441090003,"47.22993, -1.52654",-1.52654,47.22993,19 Route de Sainte Luce,1332
I441090007,"47.223784, -1.540354",-1.540354,47.223784,33 rue Gaston Turpin,1332
I441090014,"47.214199, -1.579784",-1.579784,47.214199,38 Rue Appert - Rue Raspail,1332
I441090054,"47.22882, -1.5808",-1.5808,47.22882,74 Boulevard des Anglais,1332
I441090071,"47.2346, -1.50992",-1.50992,47.2346,121 rue du Landreau,1332
I441090072,"47.185759, -1.531712",-1.531712,47.185759,Rue de l'Olivraie,1332
I441090073,"47.23659, -1.52739",-1.52739,47.23659,95 Rue de la Marrière,1332
I441090077,"47.228239, -1.512175",-1.512175,47.228239,16 bd Auguste Péneau,1332
I441090078,"47.20477, -1.5415",-1.5415,47.20477,Rue Louis Joxe Ile Beaulieu,1332
I441090081,"47.26405, -1.53321",-1.53321,47.26405,7 Chemin du Fort,1332
I441090083,"47.252239, -1.554612",-1.554612,47.252239,45 Rue de la Bourgeonnière,1332
I216570001,"47.349948508488126, 5.134534543290975",5.134534543290975,47.349948508488126,Allée Victor Hugo,1333
I216630005,"47.540024, 4.455193",4.455193,47.540024,19 Bis Rue Alexis Collin,799
I216840001,"47.03119, 4.8898",4.8898,47.03119,Rue Jena Baptiste Boussu VIGNOLES,801
I217100003,"47.40046, 4.52958",4.52958,47.40046,Avenue Cannot Vitteaux,1334
I217170001,"47.82384, 4.7753",4.7753,47.82384,Rue de la Combe Michaux VOULAINES LES TEMPLIERS,1335
I220050001,"48.54678, -3.39745",-3.39745,48.54678,Route de Locmaria,1336
I220550012,"48.62583, -2.84046",-2.84046,48.62583,rue Pierre Le Cornnec,1337
I220650005,"48.60483, -3.01563",-3.01563,48.60483,rue de la Mairie,1338
I220700003,"48.55842, -3.14838",-3.14838,48.55842,13 rue Anatole Le Braz,817
I220930017,"48.46513, -2.50249",-2.50249,48.46513,avenue georges clemenceau,1339
I220930029,"48.46968, -2.47292",-2.47292,48.46968,Le Bourg,1339
I220930030,"48.47405, -2.49881",-2.49881,48.47405,rue des Olympiades,1339
I220930033,"48.47389, -2.51552",-2.51552,48.47389,rue Jouan,1339
I220930041,"48.46268489913468, -2.514911592006684",-2.514911592006684,48.46268489913468,6 rue fernand labbé,1339
I220940005,"48.60175, -2.14897",-2.14897,48.60175,Terrain des Sports,1340
I220980001,"48.43003, -2.54127",-2.54127,48.43003,rue de mauny,1341
I221060002,"48.49093, -2.71733",-2.71733,48.49093,rue de Bretagne,1342
I221060005,"48.50565, -2.70595",-2.70595,48.50565,rue de Saint-Ilan,1342
I221130016,"48.73144, -3.44298",-3.44298,48.73144,Espace Sportif Park Névez,1343
I221130017,"48.7492, -3.46489",-3.46489,48.7492,rue de l'aérodrome,1343
I221130020,"48.75734, -3.45758",-3.45758,48.75734,8 rue de Broglie,1343
I221170001,"48.59941, -2.89231",-2.89231,48.59941,Rue des Terre Neuvas Notre Dame de la Cour,1344
I221210006,"48.63436, -2.99032",-2.99032,48.63436,rue du Trégor,1345
I221230001,"48.43531, -2.05546",-2.05546,48.43531,rue de la nourais,814
I221230002,"48.43269, -2.05768",-2.05768,48.43269,rue du guinefort,814
I221270008,"48.785880824187785, -3.103820085525513",-3.103820085525513,48.785880824187785,rue de la libération,1346
I221360016,"48.17378, -2.7499",-2.7499,48.17378,42 rue de la cheze,1347
I221360017,"48.17887, -2.74882",-2.74882,48.17887,les blainfaux,1347
I221360025,"48.18386, -2.77303",-2.77303,48.18386,rue charles le goffic,1347
I221360030,"48.18567511112774, -2.7508199214935303",-2.7508199214935303,48.18567511112774,8 Rue des Livaudières,1347
I221470003,"48.19181, -2.42139",-2.42139,48.19181,rue nationale,1348
I221470008,"48.18996, -2.41148",-2.41148,48.18996,rue Lambilly,1348
I221550006,"48.23327, -2.73415",-2.73415,48.23327,rue Joseph Dupré,1349
I221620012,"48.78253, -3.06036",-3.06036,48.78253,Kéraoul,1350
I221620020,"48.78445, -3.05265",-3.05265,48.78445,rue de Bel Air,1350
I221650001,"48.37119355038102, -2.49628096818924",-2.49628096818924,48.37119355038102,7 rue de penthievre,1351
I221660009,"48.8113, -3.301",-3.301,48.8113,rue des Promenades,1352
I221680009,"48.8025, -3.46071",-3.46071,48.8025,route de pleumeur bodou,1353
I221710004,"48.4085, -2.82126",-2.82126,48.4085,rue du Parc des Sports,1354
I221710006,"48.41178, -2.82113",-2.82113,48.41178,rue des Granitiers,1354
I221760006,"48.44301, -2.7512",-2.7512,48.44301,Rue du Challonge,1355
I221760008,"48.44857, -2.742087",-2.742087,48.44857,La Creusée,1355
I221800003,"48.43336, -2.21895",-2.21895,48.43336,rue des chênes,1356
I221800004,"48.43016, -2.21538",-2.21538,48.43016,rue des rouairies,1356
I221830002,"48.17217, -2.59749",-2.59749,48.17217,rue de bodiffe,1357
I221840009,"48.35375, -2.63643",-2.63643,48.35375,r francois lorant,1358
I221860028,"48.58695, -2.53158",-2.53158,48.58695,rue du Docteurs Roux Calmette,1359
I221870035,"48.53103, -2.76459",-2.76459,48.53103,rue de la Croix,820
I221900004,"48.54088, -2.0429",-2.0429,48.54088,Les Landes de Reine,822
I221940010,"48.65115, -3.63123",-3.63123,48.65115,rue des écoles,1360
I221950001,"48.838022581840654, -3.143275380134583",-3.143275380134583,48.838022581840654,rue de boisgelin,1361
I222030002,"48.34294, -2.75776",-2.75776,48.34294,rue des Frères Radenac,826
I222470003,"48.73018, -3.24015",-3.24015,48.73018,rue de l'école,1362
I222470004,"48.74168, -3.24225",-3.24225,48.74168,Le Chef du Bois,1362
I222500006,"48.69768154614576, -3.169230222920305",-3.169230222920305,48.69768154614576,3 rue de pen fantan,1363
I222510005,"48.56455, -2.81512",-2.81512,48.56455,rue de Keribet,843
I222510006,"48.56758, -2.81291",-2.81291,48.56758,rue des Sports,843
I222590002,"48.466366410211776, -2.087107300758362",-2.087107300758362,48.466366410211776,4 rue du Val,1364
I222660013,"48.23841, -3.32318",-3.32318,48.23841,Place du Porz Moëlou,1365
I222780055,"48.52017, -2.73392",-2.73392,48.52017,rue de Kerguélen,848
I222870004,"48.47337, -2.88771",-2.88771,48.47337,rue du 19 mars,1366
I223370002,"48.32864, -2.33977",-2.33977,48.32864,la grande cloture,1367
I223390002,"48.47451, -2.01806",-2.01806,48.47451,rue du manoir,1368
I223530002,"48.8222, -3.50587",-3.50587,48.8222,rue des écoles,1369
I223530019,"48.82434336398086, -3.4996926784515385",-3.4996926784515385,48.82434336398086,Poul Palud,1369
I223540002,"48.55653, -3.27405",-3.27405,48.55653,rue de la Mairie,1370
I223600005,"48.48662, -2.72239",-2.72239,48.48662,rue de Verdun,1371
I223620005,"48.78464937410402, -3.2388371229171757",-3.238837122917176,48.78464937410402,rue du guindy,1372
I223640003,"48.43389, -2.12107",-2.12107,48.43389,rue du stade,1373
I223660001,"48.60455, -3.61245",-3.61245,48.60455,12 rue beaumanoir,1374
I223680003,"48.56089, -2.0647",-2.0647,48.56089,rue de la Ville Patouard Clos des Epines,1375
I223720007,"48.5233, -2.83964",-2.83964,48.5233,rue du tirel,1376
I223850002,"48.48671, -1.98116",-1.98116,48.48671,22 rue de la mairie,1377
I223860002,"48.38859, -3.0033",-3.0033,48.38859,rue du Menhir,1378
I223890002,"48.48297, -2.67166",-2.67166,48.48297,rue Joseph Turmel,1379
I223910001,"48.34676, -2.17452",-2.17452,48.34676,rue de la fontaine de l'osier,1380
I230010001,"46.0955, 2.03264",2.03264,46.0955,LE CHAUSSADIS,1381
I230300013,"45.9518, 1.7594",1.7594,45.9518,avenue Pierre d'aubusson,1382
I230750002,"46.3054, 1.6708",1.6708,46.3054,7 PLACE DU CHAMP DE FOIRE,1383
I230750007,"46.3049, 1.67117",1.67117,46.3049,AVENUE DOCTEUR BORD,1383
I230790001,"45.8921, 2.18123",2.18123,45.8921,Route d'Aubusson,1384
I230930002,"46.1886, 2.2334",2.2334,46.1886,rue Raymonde HERVOUET les chaussades,1385
I230960005,"46.18419, 1.87338",1.87338,46.18419,ROUTE DE CHER DU PRAT,1386
I230960031,"46.183902, 1.874129",1.874129,46.183902,Rue Jean Bussiere,1386
I231760001,"46.2412, 1.48007",1.48007,46.2412,boulevard du 8 mai 1945,1387
I240020005,"45.28803, 0.7524",0.7524,45.28803,rue du Stade,1388
I240110002,,,,Route de Limoges,1389
I240200002,"45.14697, 1.15675",1.15675,45.14697,LE BOURG,1390
I240300001,"45.1525, 1.23122",1.23122,45.1525,La geoffrenic,1391
I240350003,"44.77878, 0.99869",0.99869,44.77878,Rue du stade,1392
I240370014,"44.83783, 0.46914",0.46914,44.83783,Rue Guillaume Apollinaire,854
I240370029,"44.84785, 0.51332",0.51332,44.84785,Allée des grands ducs,854
I171020001,"45.6841, -0.672528",-0.672528,45.6841,Rue du 8 mai,1393
I171400011,"45.912955, -1.254134",-1.254134,45.912955,Route de Boyardville,1394
I171420019,"46.1877, -1.05581",-1.05581,46.1877,Rue Pierre de COUBERTIN,1395
I171530004,"46.2539, -1.12542",-1.12542,46.2539,Rue de l'océan,1396
I171680011,"45.9896, -1.08144",-1.08144,45.9896,Avenue du  Stade,1397
I171720002,"45.57126, -0.66792",-0.66792,45.57126,Rue de Beauplant Gémozac,1398
I171720007,"45.571, -0.66878",-0.66878,45.571,Rue des Beauplants,1398
I171900001,"46.1936, -1.18547",-1.18547,46.1936,Place du 19 mai 1962,1399
I171900005,"46.1912, -1.16761",-1.16761,46.1912,Chemin de la Bridinette La Pinelière,1399
I171930005,"46.1239, -1.07367",-1.07367,46.1239,Rue des 4 chevaliers,1400
I171940004,"46.1314, -1.00497",-1.00497,46.1314,20 Rue du Chemin Vert,1401
I171970002,"45.4389, -0.42703",-0.42703,45.4389,ZAC du Val de SEUGNE,1402
I171970004,"45.4406, -0.43567",-0.43567,45.4406,2 Avenue CHANZY,1402
I172000010,"46.1941, -1.15767",-1.15767,46.1941,Avenue du Fief des Jarries,1403
I172160002,"45.9623, -0.821444",-0.821444,45.9623,Chemin des Charmilles,1404
I172180010,"46.3024, -0.99272",-0.99272,46.3024,Rue du stade,1405
I172220002,"46.2238, -1.12925",-1.12925,46.2238,Rue Gaston AUJARD,1406
I172240002,"45.8642, -0.319",-0.319,45.8642,Rue du Dr. COYRARD,1407
I172280001,"45.636532, -0.959337",-0.959337,45.636532,80 rue des Sports,1408
I172360005,"45.3776, -0.566861",-0.566861,45.3776,Parc des loisirs,1409
I172400006,"45.2756, -0.410833",-0.410833,45.2756,Avenue d'onda,1410
I172400023,"45.2703, -0.39447",-0.39447,45.2703,Lac Baron Desqueyroux,1410
I172410002,"45.2197, -0.180056",-0.180056,45.2197,Route de Vassiac,1411
I172630003,"45.4089, -0.530889",-0.530889,45.4089,Place de l'église,1412
I172640006,"46.2059, -1.1705",-1.1705,46.2059,Rue Clément MAROT,1413
I172730002,"45.6216, -0.468417",-0.468417,45.6216,Le fief de la Grande Croix,1414
I172740007,"46.1542, -1.08164",-1.08164,46.1542,Rue Saint Rogatien,1415
I172830005,"45.5772, -0.55153",-0.55153,45.5772,Rue de la piscine,1416
I172840006,"45.8283, -0.867333",-0.867333,45.8283,10 Chemin vert,1417
I172850004,"45.8356, -0.684472",-0.684472,45.8356,Routes des chabossières,1418
I172850005,"45.8364, -0.686389",-0.686389,45.8364,Route des chabossières,1418
I172910005,"46.1863, -1.11631",-1.11631,46.1863,Place Filippi,1419
I172910006,"46.1916, -1.10139",-1.10139,46.1916,La Tourtillière,1419
I172960003,"45.6786, -0.726361",-0.726361,45.6786,Rue des écoliers,1420
I172990005,"45.94893118366599, -0.9930895641446114",-0.9930895641446114,45.94893118366599,100 RUE DES PECHEURS D'ISLANDE,1421
I172990007,"45.945439, -0.956651",-0.956651,45.945439,9 avenue William Ponty,1421
I172990012,"45.931395, -0.952628",-0.952628,45.931395,Z.I. de l'Arsenal,1421
I172990030,"45.954564, -0.969635",-0.969635,45.954564,Chemin de la casse aux prêtres,1421
I172990032,"45.9285, -0.965528",-0.965528,45.9285,2 boulevard Edouar Pouzet,1421
I172990033,"45.937, -0.981833",-0.981833,45.937,202 rue des frères Jamain,1421
I173000014,"46.15588, -1.19026",-1.19026,46.15588,Boulevard Aristide RONDEAU,1422
I173000035,"46.17338, -1.17348",-1.17348,46.17338,Avenue des Crapaudières LAGORD,1422
I173000038,"46.16852, -1.15383",-1.15383,46.16852,7 Rue Léonce MAILHO,1422
I173000043,"46.1657, -1.17148",-1.17148,46.1657,Avenue de COUBERTIN MIREUIL,1422
I173000048,"46.16125, -1.12769",-1.12769,46.16125,Avenue de Périgny,1422
I173000049,"46.14272, -1.16055",-1.16055,46.14272,1 Avenue des MINIMES,1422
I173000059,"46.1506, -1.12544",-1.12544,46.1506,62 Avenue Robespierre VILLENEUVE LES SALINES,1422
I173000066,"46.13861, -1.14505",-1.14505,46.13861,avenue de la Rotonde,1422
I173000069,"46.15413, -1.18233",-1.18233,46.15413,66 BD W. CHURCHILL,1422
I173000121,"46.16639, -1.1452",-1.1452,46.16639,52 Rue des Remparts des Voiliers,1422
I173000133,"46.169704581011494, -1.1525505781173708",-1.1525505781173708,46.16970458101149,7 rue léonce mailho,1422
I173040002,"45.684458, -0.48934",-0.48934,45.684458,Place de la mairie,1423
I173060016,"45.6253, -1.00833",-1.00833,45.6253,Rue Henri DUNANT,1424
I173080008,"45.8781, -0.959472",-0.959472,45.8781,Rue du Lirais,1425
I173090002,"45.1527, -0.0133889",-0.0133889,45.1527,41 Rue Pasteur,1426
I173330007,"45.6075, -1.00028",-1.00028,45.6075,4 rue du Docteur Maudet,1427
I173440001,"45.8528, -0.53125",-0.53125,45.8528,Route JEAN MOULIN,1428
I180520002,"46.73057, 2.64592",2.64592,46.73057,Rue du stade,1429
I180570008,"46.56855, 2.18831",2.18831,46.56855,Route de Vicq Exemplet,1430
I180690001,"46.70104, 2.54244",2.54244,46.70104,Rue du Stade,1431
I180870001,"46.88819, 2.5719",2.5719,46.88819,Rue de la Noraie,1432
I180900002,"47.1622, 2.72831",2.72831,47.1622,2 Avenue du Général de Gaulle,1433
I180960002,"47.17554, 2.16709",2.16709,47.17554,Rue Jean Moulin,1434
I180970003,"47.14871, 2.42235",2.42235,47.14871,Route de Vasselay,1435
I181100002,"47.21272, 2.95809",2.95809,47.21272,Route de la Charité,1436
I181270002,"46.75592, 2.17436",2.17436,46.75592,Route du Stade Jacques Dalloux,1437
I181330005,"46.939, 2.263",2.263,46.939,Rue Anna Noblet,1438
I181360002,"46.69735, 2.37446",2.37446,46.69735,,1439
I181380004,"47.098, 2.292",2.292,47.098,Rue du stade,1440
I181400001,"47.1521, 1.98863",1.98863,47.1521,La Couture,1441
I181410006,"47.14282, 2.20636",2.20636,47.14282,Boulevard de la liberté,1442
I181410008,"47.14939, 2.21866",2.21866,47.14939,Avenue du champ de foire,1442
I181600005,"47.00007, 2.81474",2.81474,47.00007,Rue du Cimetière,1443
I181720002,"46.72532, 2.472681",2.472681,46.72532,Avenue de Sully,1444
I181800002,"46.99288, 2.44517",2.44517,46.99288,Route de Sennecay,1445
I181970018,"46.71663, 2.51157",2.51157,46.71663,Rue Pierre de Coubertin,1446
I181970021,"46.73513, 2.5052",2.5052,46.73513,Rue Hugues Lapaire,1446
I181970022,"46.7323, 2.5131",2.5131,46.7323,Rue des Tilleuls,1446
I182010002,"46.96959, 2.2933",2.2933,46.96959,Rue des Ecoles,1447
I182050004,"47.10394, 2.36969",2.36969,47.10394,12 Avenue du Génaral De Gaulle,1448
I182050008,"47.10172, 2.37039",2.37039,47.10172,Rue Anatole France,1448
I182050015,"47.10458, 2.37193",2.37193,47.10458,Rue du 11 Novembre,1448
I182060002,"47.15393, 2.34335",2.34335,47.15393,Rue du stade Le bourg,1449
I182070004,"46.98973, 2.24323",2.24323,46.98973,Avenue Jean Jaures l'île Soubiran,1450
I182130008,"47.10302, 2.48153",2.48153,47.10302,Rue Jacques Prévert,1451
I182230004,"47.20198202787157, 2.414661347866059",2.414661347866059,47.20198202787157,Parc des Revives,1452
I182290002,"47.23257, 2.41551",2.41551,47.23257,Route des Reddes,1453
I182330004,"47.33696, 2.85967",2.85967,47.33696,Rue de la Vouvise,1454
I182350001,"47.13638, 2.55207",2.55207,47.13638,Rue des Aubées,1455
I182370001,"47.08628, 2.19574",2.19574,47.08628,Route de Mehun,1456
I182410003,"47.32361, 2.82087",2.82087,47.32361,Route de Bourges,1457
I182420004,"46.83397, 2.93238",2.93238,46.83397,Impasse Saint Pierre,1458
I182420005,"46.83389, 2.91974",2.91974,46.83389,Rue G. Carpentier,1458
I182670006,"47.0144271109924, 2.35894470028514",2.35894470028514,47.0144271109924,Route de la Chapelle,1459
I182790001,"47.24086, 2.05875",2.05875,47.24086,144 Avenue Edouard Vaillant,1460
I182790011,"47.22854, 2.06902",2.06902,47.22854,Rue Charles Hurvey,1460
I182790012,"47.21649, 2.0788",2.0788,47.21649,Place Lucien Michel,1460
I182810003,"47.19885, 2.17747",2.17747,47.19885,Rue des Landes,1461
I190050007,"45.2526, 1.4695",1.4695,45.2526,Rue René Cassin,1462
I190110007,"45.39242, 1.37285",1.37285,45.39242,allée de la forêt,1463
I382290004,"45.20744, 5.76205",5.76205,45.20744,1 Rue le Poulet MEYLAN,1464
I382290020,"45.20386, 5.77345",5.77345,45.20386,Boulevard des Alpes MEYLAN,1464
I382360001,"45.4346, 5.71146",5.71146,45.4346,150 CHEMIN DE GRESSETIERE,1465
I385450010,"45.06555, 5.67082",5.67082,45.06555,Les Garcins - Boulevard Faidherbe Vif,1466
I385470005,"45.25448, 5.8999",5.8999,45.25448,Boulevard de la libération,1467
I385530001,"45.61729, 5.15188",5.15188,45.61729,Rue du Midi-Les Roches,1468
I385530002,"45.61572, 5.15034",5.15034,45.61572,Les Roches,1468
